"구분(1)",구분(2),구분(3),구분(4),2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023
"구분(1)",구분(2),구분(3),구분(4),영유아,영유아,영유아,초등학생,초등학생,초등학생,중고등학생,중고등학생,중고등학생,성인,성인,성인
"구분(1)",구분(2),구분(3),구분(4),기하평균,기하평균 (95% 신뢰구간),95 백분위수,기하평균,기하평균 (95% 신뢰구간),95 백분위수,기하평균,기하평균 (95% 신뢰구간),95 백분위수,기하평균,기하평균 (95% 신뢰구간),95 백분위수
"프탈레이트 대사체",모노(2-에틸-5-하이드록시헥실)프탈레이트(MEHHP),요,㎍/L,16.8,(15.2  18.5),70.1,17,(15.6  18.6),63.1,10.3,(9.39  11.3),41.8,8.04,(7.71  8.38),32.6
"프탈레이트 대사체",모노(2-에틸-5-하이드록시헥실)프탈레이트(MEHHP),요,㎍/g cr.,19.4,(17.9  21.1),61.4,14,(13.0  15.0),47.6,5.97,(5.59  6.38),19.3,8.23,(7.93  8.54),26.4
"프탈레이트 대사체",모노(2-에틸-5-옥소헥실)프탈레이트 (MEOHP),요,㎍/L,11.5,(10.4  12.8),49.5,11.3,(10.4  12.3),43.5,6.55,(6.00  7.16),25.2,4.65,(4.44  4.87),18.4
"프탈레이트 대사체",모노(2-에틸-5-옥소헥실)프탈레이트 (MEOHP),요,㎍/g cr.,13.3,(12.2  14.5),46.1,9.22,(8.57  9.91),31.5,3.81,(3.57  4.06),14.1,4.74,(4.56  4.92),15.3
"프탈레이트 대사체",모노(2-에틸-5-카르복시펜틸)프탈레이트 (MECPP),요,㎍/L,26.5,(24.0  29.1),118,26.8,(24.6  29.1),99.2,16.1,(14.8  17.6),64.5,10.9,(10.4  11.4),43.2
"프탈레이트 대사체",모노(2-에틸-5-카르복시펜틸)프탈레이트 (MECPP),요,㎍/g cr.,30.5,(28.0  33.2),106,21.9,(20.4  23.5),78,9.33,(8.75  9.95),31.8,11.1,(10.7  11.6),35.3
"프탈레이트 대사체",모노벤질프탈레이트 (MBzP),요,㎍/L,0.803,(0.680  0.947),7.92,1.02,(0.875  1.20),8.01,0.927,(0.800  1.07),11.1,0.826,(0.751  0.908),6.47
"프탈레이트 대사체",모노벤질프탈레이트 (MBzP),요,㎍/g cr.,0.926,(0.796  1.08),7.47,0.833,(0.719  0.966),5.78,0.513,(0.446  0.590),5.18,0.813,(0.743  0.890),5.21
"프탈레이트 대사체",모노부틸프탈레이트 (MnBP),요,㎍/L,47.7,(44.7  51.0),155,40.6,(37.5  44.0),168,38.1,(34.7  41.9),155,24.2,(23.1  25.3),105
"프탈레이트 대사체",모노부틸프탈레이트 (MnBP),요,㎍/g cr.,55.2,(51.9  58.7),152,33.1,(30.6  35.7),108,21.8,(20.0  23.8),70.2,24.5,(23.5  25.6),85.6
"프탈레이트 대사체",모노(3-카르복시프로필)프탈레이트(MCPP),요,㎍/L,1.42,(1.31  1.55),5.31,1,(0.928  1.08),3.41,0.744,(0.693  0.799),2.52,0.41,(0.392  0.430),1.64
"프탈레이트 대사체",모노(3-카르복시프로필)프탈레이트(MCPP),요,㎍/g cr.,1.62,(1.50  1.75),5.22,0.814,(0.753  0.879),2.46,0.43,(0.402  0.461),1.25,0.414,(0.393  0.435),1.37
"프탈레이트 대사체",모노 메틸 프탈레이트(MMP),요,㎍/L,9.13,(8.19  10.2),45.8,5.54,(5.23  5.88),18.2,4.93,(4.56  5.33),15.9,3.56,(3.43  3.70),13.2
"프탈레이트 대사체",모노 메틸 프탈레이트(MMP),요,㎍/g cr.,10.4,(9.42  11.5),49.1,4.49,(4.23  4.76),13.7,2.88,(2.69  3.09),8.97,3.56,(3.41  3.72),11.6
"프탈레이트 대사체",모노 에틸 프탈레이트(MEP),요,㎍/L,4.98,(4.31  5.75),60,5.99,(5.44  6.59),63.4,9.53,(8.40  10.8),144,4.63,(4.26  5.03),202
"프탈레이트 대사체",모노 에틸 프탈레이트(MEP),요,㎍/g cr.,6.1,(5.43  6.85),53.8,4.86,(4.41  5.37),44.2,5.37,(4.73  6.09),76.9,4.61,(4.24  5.00),188
"피레스로이드계 살충제 대사체",3-페녹시벤조익산 (3-PBA),요,㎍/L,0.76,(0.679  0.850),3.74,1.05,(0.912  1.21),6.91,0.953,(0.865  1.05),4.11,0.958,(0.903  1.02),5.9
"피레스로이드계 살충제 대사체",3-페녹시벤조익산 (3-PBA),요,㎍/g cr.,0.885,(0.791  0.990),4.49,0.854,(0.752  0.970),4.61,0.557,(0.509  0.609),2.28,0.97,(0.916  1.03),5.92
"휘발성 유기화합물 대사체",tt-뮤콘산,요,㎍/L,67,(61.0  73.6),327,64,(58.5  70.1),332,51.1,(45.3  57.7),316,49.7,(47.6  51.9),241
"휘발성 유기화합물 대사체",tt-뮤콘산,요,㎍/g cr.,78,(71.0  85.6),355,52.8,(48.4  57.7),274,29.9,(26.9  33.2),162,50.6,(48.2  53.2),211
"휘발성 유기화합물 대사체",벤질머캅투르산,요,㎍/L,8.99,(8.16  9.90),50.9,5.99,(5.44  6.60),30.2,4.25,(3.97  4.56),18.8,4.33,(4.11  4.55),20.6
"휘발성 유기화합물 대사체",벤질머캅투르산,요,㎍/g cr.,10.2,(9.38  11.1),50.3,4.79,(4.34  5.28),23.4,2.56,(2.37  2.77),13.5,4.35,(4.15  4.55),18.5
"니코틴 대사체",코티닌 (전체),요,㎍/L,2.13,(1.96  2.31),6.72,3.3,(3.01  3.62),11.2,3.33,(2.91  3.80),13.1,6.55,(5.82  7.37),1630
"니코틴 대사체",코티닌 (전체),요,㎍/g cr.,2.47,(2.30  2.65),6.18,2.69,(2.47  2.92),7.02,1.92,(1.71  2.16),6.17,6.65,(5.90  7.48),1503
"니코틴 대사체",코티닌 (비흡연),요,㎍/L,-,-,-,-,-,-,3.06,(2.71  3.45),9.53,2,(1.85  2.16),13.1
"니코틴 대사체",코티닌 (비흡연),요,㎍/g cr.,-,-,-,-,-,-,1.76,(1.60  1.95),4.72,2.1,(1.95  2.26),11.1
"니코틴 대사체",코티닌 (흡연),요,㎍/L,-,-,-,-,-,-,524,(254  1080),1365,883,(799  977),2559
"니코틴 대사체",코티닌 (흡연),요,㎍/g cr.,-,-,-,-,-,-,362,(133  987),2017,742,(659  836),2748
"과불화화합물",과불화옥탄산 (PFOA),혈액,㎍/L,-,-,-,-,-,-,3.93,(3.74  4.14),9.4,6.81,(6.45  7.19),18.7
"과불화화합물",과불화옥탄설폰산 (PFOS),혈액,㎍/L,-,-,-,-,-,-,6.13,(5.80  6.47),13.1,10.8,(10.1  11.5),32.6
"과불화화합물",과불화헥세인설폰산 (PFHxS),혈액,㎍/L,-,-,-,-,-,-,2.22,(2.04  2.42),5.48,4.06,(3.62  4.56),14.3
"과불화화합물",과불화녹살산 (PFNA),혈액,㎍/L,-,-,-,-,-,-,0.895,(0.849  0.944),1.92,1.94,(1.85  2.04),5.17
"과불화화합물",과불화데케인산 (PFDeA),혈액,㎍/L,-,-,-,-,-,-,0.419,(0.388  0.453),0.989,0.869,(0.808  0.933),2.78
"잔류성유기오염물질",폴리염화비페닐 (PCB) 52,혈액,pg/mL,-,-,-,-,-,-,*,*,19.1,*,*,12.7
"잔류성유기오염물질",폴리염화비페닐 (PCB) 52,혈액,ng/g lipid,-,-,-,-,-,-,*,*,3.77,*,*,2.08
"잔류성유기오염물질",폴리염화비페닐 (PCB) 56,혈액,pg/mL,-,-,-,-,-,-,*,*,3.59,*,*,6.47
"잔류성유기오염물질",폴리염화비페닐 (PCB) 56,혈액,ng/g lipid,-,-,-,-,-,-,*,*,0.682,*,*,0.998
"잔류성유기오염물질",폴리염화비페닐 (PCB) 74,혈액,pg/mL,-,-,-,-,-,-,2.5,(2.27  2.76),9.15,7.05,(6.41  7.76),22.5
"잔류성유기오염물질",폴리염화비페닐 (PCB) 74,혈액,ng/g lipid,-,-,-,-,-,-,0.479,(0.432  0.530),1.83,1.06,(0.968  1.16),3.69
"잔류성유기오염물질",폴리염화비페닐 (PCB) 101,혈액,pg/mL,-,-,-,-,-,-,*,*,7.05,*,*,9.52
"잔류성유기오염물질",폴리염화비페닐 (PCB) 101,혈액,ng/g lipid,-,-,-,-,-,-,*,*,1.38,*,*,1.53
"잔류성유기오염물질",폴리염화비페닐 (PCB) 105,혈액,pg/mL,-,-,-,-,-,-,*,*,3.44,1.92,(1.74  2.11),10.5
"잔류성유기오염물질",폴리염화비페닐 (PCB) 105,혈액,ng/g lipid,-,-,-,-,-,-,*,*,0.655,0.289,(0.263  0.317),1.56
"잔류성유기오염물질",폴리염화비페닐 (PCB) 118,혈액,pg/mL,-,-,-,-,-,-,3.57,(3.09  4.12),13.6,11.8,(10.6  13.0),45.3
"잔류성유기오염물질",폴리염화비페닐 (PCB) 118,혈액,ng/g lipid,-,-,-,-,-,-,0.681,(0.591  0.784),2.72,1.77,(1.61  1.95),6.94
"잔류성유기오염물질",폴리염화비페닐 (PCB) 123,혈액,pg/mL,-,-,-,-,-,-,*,*,< LOD,*,*,< LOD
"잔류성유기오염물질",폴리염화비페닐 (PCB) 123,혈액,ng/g lipid,-,-,-,-,-,-,*,*,< LOD,*,*,< LOD
"잔류성유기오염물질",폴리염화비페닐 (PCB) 126,혈액,pg/mL,-,-,-,-,-,-,*,*,< LOD,*,*,< LOD
"잔류성유기오염물질",폴리염화비페닐 (PCB) 126,혈액,ng/g lipid,-,-,-,-,-,-,*,*,< LOD,*,*,< LOD
"잔류성유기오염물질",폴리염화비페닐 (PCB) 138,혈액,pg/mL,-,-,-,-,-,-,6.31,(5.26  7.57),34.2,25.1,(22.6  28.0),125
"잔류성유기오염물질",폴리염화비페닐 (PCB) 138,혈액,ng/g lipid,-,-,-,-,-,-,1.2,(1.00  1.45),6.88,3.78,(3.41  4.20),19.5
"잔류성유기오염물질",폴리염화비페닐 (PCB) 153,혈액,pg/mL,-,-,-,-,-,-,9.29,(7.97  10.8),45,47.5,(43.7  51.7),194
"잔류성유기오염물질",폴리염화비페닐 (PCB) 153,혈액,ng/g lipid,-,-,-,-,-,-,1.77,(1.52  2.07),8.26,7.15,(6.60  7.74),30.5
"잔류성유기오염물질",폴리염화비페닐 (PCB) 157,혈액,pg/mL,-,-,-,-,-,-,*,*,1.33,*,*,11.4
"잔류성유기오염물질",폴리염화비페닐 (PCB) 157,혈액,ng/g lipid,-,-,-,-,-,-,*,*,0.282,*,*,1.92
"잔류성유기오염물질",폴리염화비페닐 (PCB) 167,혈액,pg/mL,-,-,-,-,-,-,*,*,< LOD,*,*,7.93
"잔류성유기오염물질",폴리염화비페닐 (PCB) 167,혈액,ng/g lipid,-,-,-,-,-,-,*,*,< LOD,*,*,1.3
"잔류성유기오염물질",폴리염화비페닐 (PCB) 180,혈액,pg/mL,-,-,-,-,-,-,*,*,22.4,26.2,(22.8  30.2),170
"잔류성유기오염물질",폴리염화비페닐 (PCB) 180,혈액,ng/g lipid,-,-,-,-,-,-,*,*,4.41,3.94,(3.44  4.52),26.8
"잔류성유기오염물질",폴리염화비페닐 (PCB) 187,혈액,pg/mL,-,-,-,-,-,-,*,*,16.1,7.69,(6.61  8.96),78.3
"잔류성유기오염물질",폴리염화비페닐 (PCB) 187,혈액,ng/g lipid,-,-,-,-,-,-,*,*,3.09,1.16,(0.994  1.35),11.2
"잔류성유기오염물질",유기염소계 농약류 (OCP) pp'-DDT,혈액,pg/mL,-,-,-,-,-,-,*,*,18.2,9.21,(7.82  10.8),58.4
"잔류성유기오염물질",유기염소계 농약류 (OCP) pp'-DDT,혈액,ng/g lipid,-,-,-,-,-,-,*,*,3.33,1.39,(1.18  1.64),8.89
"잔류성유기오염물질",유기염소계 농약류 (OCP) pp'-DDE,혈액,pg/mL,-,-,-,-,-,-,122,(112  133),334,403,(377  431),1464
"잔류성유기오염물질",유기염소계 농약류 (OCP) pp'-DDE,혈액,ng/g lipid,-,-,-,-,-,-,23.3,(21.2  25.5),65.4,60.7,(56.9  64.8),239
"잔류성유기오염물질",유기염소계 농약류 (OCP) HCB,혈액,pg/mL,-,-,-,-,-,-,27.4,(19.0  39.6),581,31.3,(24.4  40.2),181
"잔류성유기오염물질",유기염소계 농약류 (OCP) HCB,혈액,ng/g lipid,-,-,-,-,-,-,5.21,(3.59  7.54),115,4.71,(3.68  6.03),28
"잔류성유기오염물질",유기염소계 농약류 (OCP) β-HCH,혈액,pg/mL,-,-,-,-,-,-,*,*,34.7,23.2,(20.5  26.3),122
"잔류성유기오염물질",유기염소계 농약류 (OCP) β-HCH,혈액,ng/g lipid,-,-,-,-,-,-,*,*,6.54,3.49,(3.07  3.96),18.5
"잔류성유기오염물질",유기염소계 농약류 (OCP) γ-HCH,혈액,pg/mL,-,-,-,-,-,-,*,*,21.9,*,*,21.9
"잔류성유기오염물질",유기염소계 농약류 (OCP) γ-HCH,혈액,ng/g lipid,-,-,-,-,-,-,*,*,4.34,*,*,3.67
"잔류성유기오염물질",폴리브롬화디페닐에테르 (PBDE) 28,혈액,pg/mL,-,-,-,-,-,-,*,*,< LOD,*,*,< LOD
"잔류성유기오염물질",폴리브롬화디페닐에테르 (PBDE) 28,혈액,ng/g lipid,-,-,-,-,-,-,*,*,< LOD,*,*,< LOD
"잔류성유기오염물질",폴리브롬화디페닐에테르 (PBDE) 47,혈액,pg/mL,-,-,-,-,-,-,*,*,3.9,*,*,3.4
"잔류성유기오염물질",폴리브롬화디페닐에테르 (PBDE) 47,혈액,ng/g lipid,-,-,-,-,-,-,*,*,0.747,*,*,0.594
"잔류성유기오염물질",폴리브롬화디페닐에테르 (PBDE) 99,혈액,pg/mL,-,-,-,-,-,-,*,*,< LOD,*,*,< LOD
"잔류성유기오염물질",폴리브롬화디페닐에테르 (PBDE) 99,혈액,ng/g lipid,-,-,-,-,-,-,*,*,< LOD,*,*,< LOD
"잔류성유기오염물질",폴리브롬화디페닐에테르 (PBDE) 100,혈액,pg/mL,-,-,-,-,-,-,*,*,< LOD,*,*,< LOD
"잔류성유기오염물질",폴리브롬화디페닐에테르 (PBDE) 100,혈액,ng/g lipid,-,-,-,-,-,-,*,*,< LOD,*,*,< LOD
"잔류성유기오염물질",폴리브롬화디페닐에테르 (PBDE) 153,혈액,pg/mL,-,-,-,-,-,-,*,*,16,*,*,40.9
"잔류성유기오염물질",폴리브롬화디페닐에테르 (PBDE) 153,혈액,ng/g lipid,-,-,-,-,-,-,*,*,2.87,*,*,5.97
"잔류성유기오염물질",폴리브롬화디페닐에테르 (PBDE) 154,혈액,pg/mL,-,-,-,-,-,-,*,*,< LOD,*,*,< LOD
"잔류성유기오염물질",폴리브롬화디페닐에테르 (PBDE) 154,혈액,ng/g lipid,-,-,-,-,-,-,*,*,< LOD,*,*,< LOD
